"LOCATION","Country","FREQUENCY","Frequency","MEAS","Measure","TIME","Time","Value","Flag Codes","Flags"
"USA","United States","A","Annual","PCT","Percentage of employees","2007","2007",11.6,,
"USA","United States","A","Annual","PCT","Percentage of employees","2008","2008",11.9,,
"USA","United States","A","Annual","PCT","Percentage of employees","2009","2009",11.8,,
"USA","United States","A","Annual","PCT","Percentage of employees","2010","2010",11.4,,
"USA","United States","A","Annual","PCT","Percentage of employees","2011","2011",11.3,,
"USA","United States","A","Annual","PCT","Percentage of employees","2012","2012",10.8,,
"USA","United States","A","Annual","PCT","Percentage of employees","2013","2013",10.8,,
"USA","United States","A","Annual","PCT","Percentage of employees","2014","2014",10.7,,
"USA","United States","A","Annual","PCT","Percentage of employees","2015","2015",10.6,,
"USA","United States","A","Annual","PCT","Percentage of employees","2016","2016",10.3,,
"USA","United States","A","Annual","PCT","Percentage of employees","2017","2017",10.3,,
"USA","United States","A","Annual","PCT","Percentage of employees","2018","2018",10.1,,
"USA","United States","A","Annual","PCT","Percentage of employees","2019","2019",9.8999996,,
"USA","United States","A","Annual","PCT","Percentage of employees","2020","2020",10.3,,
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1960","1960",38,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1961","1961",37.700001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1962","1962",36.900002,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1963","1963",37.299999,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1964","1964",37.299999,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1965","1965",37.099998,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1966","1966",36.700001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1967","1967",36.799999,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1968","1968",37,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1969","1969",37.200001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1970","1970",37.900002,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1971","1971",38,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1972","1972",38.099998,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1973","1973",37.900002,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1974","1974",38.5,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1975","1975",38.700001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1976","1976",38.400002,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1977","1977",37.900002,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1978","1978",38.900002,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1979","1979",37.400002,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1980","1980",36.5,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1981","1981",35.700001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1982","1982",35.200001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1983","1983",34.200001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1984","1984",33,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1985","1985",32.099998,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1986","1986",31.200001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1987","1987",30.6,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1988","1988",30.1,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1989","1989",29.5,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1990","1990",28.799999,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1991","1991",28.4,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1992","1992",27.4,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1993","1993",26.5,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1994","1994",25.299999,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1995","1995",24.200001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1996","1996",23.200001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1997","1997",22.5,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1998","1998",21.9,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","1999","1999",21.5,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2000","2000",20.9,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2001","2001",20.299999,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2002","2002",20,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2003","2003",19.700001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2004","2004",19.299999,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2005","2005",19,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2006","2006",18.299999,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2007","2007",18.200001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2008","2008",18,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2009","2009",18.1,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2010","2010",17.799999,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2011","2011",17.700001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2012","2012",17.299999,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2013","2013",17.1,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2014","2014",16.799999,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2015","2015",16.5,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2016","2016",16.200001,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2017","2017",16,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2018","2018",15.9,"E","Estimated value"
"OTO","OECD - Total","A","Annual","PCT","Percentage of employees","2019","2019",15.8,"E","Estimated value"
"CHL","Chile","A","Annual","PCT","Percentage of employees","1964","1964",22,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1970","1970",21.6,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1972","1972",28.700001,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1975","1975",30.200001,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1977","1977",28.700001,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1980","1980",9.1999998,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1981","1981",9.6000004,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1982","1982",8.6999998,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1986","1986",11.5,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1987","1987",12,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1988","1988",12,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1989","1989",13.2,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1990","1990",15.4,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1991","1991",16.9,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1992","1992",16.5,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1993","1993",14.6,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1994","1994",14.3,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1995","1995",13.2,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1997","1997",12,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1998","1998",11.8,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","1999","1999",11.1,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2000","2000",11.2,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2001","2001",10.9,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2002","2002",11.1,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2003","2003",11.7,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2004","2004",11.5,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2005","2005",11.1,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2006","2006",11.2,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2007","2007",11.5,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2008","2008",12.9,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2009","2009",13.7,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2010","2010",13.9,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2011","2011",13.8,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2012","2012",14.4,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2013","2013",14.1,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2014","2014",14.6,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2015","2015",15.3,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2016","2016",16.9,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2017","2017",17,,
"CHL","Chile","A","Annual","PCT","Percentage of employees","2018","2018",16.6,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","1992","1992",13.3,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","1994","1994",11.8,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","1996","1996",12.6,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","1998","1998",12.2,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2000","2000",12.3,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2002","2002",10.9,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2004","2004",10.5,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2005","2005",9.6000004,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2006","2006",9.6000004,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2008","2008",9.6000004,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2009","2009",9.3999996,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2010","2010",9.1999998,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2011","2011",9.1000004,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2012","2012",9.1000004,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2013","2013",9.6999998,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2014","2014",9.6000004,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2015","2015",9.3999996,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2016","2016",9.5,,
"COL","Colombia","A","Annual","PCT","Percentage of employees","2017","2017",9.5,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","1990","1990",20.299999,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","1991","1991",20.9,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","1992","1992",20.1,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","1993","1993",18.799999,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","1994","1994",18.799999,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","1995","1995",18.9,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","1996","1996",18.5,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","1997","1997",16.1,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","1998","1998",13.2,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","1999","1999",15.3,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2000","2000",14.3,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2001","2001",13.5,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2002","2002",14.3,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2003","2003",14.5,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2004","2004",13.9,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2005","2005",13.3,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2006","2006",12.9,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2007","2007",11.5,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2008","2008",12,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2009","2009",13,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2010","2010",12.9,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2011","2011",13.4,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2012","2012",13.1,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2013","2013",13.7,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2014","2014",12.4,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2015","2015",18.6,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2016","2016",19.299999,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2017","2017",19.299999,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2018","2018",19.4,,
"CRI","Costa Rica","A","Annual","PCT","Percentage of employees","2019","2019",20.5,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","1992","1992",93.900002,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","1993","1993",62.099998,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","1994","1994",40.799999,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","1995","1995",32.400002,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","1996","1996",28.799999,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","1998","1998",17.1,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2000","2000",14,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2001","2001",14,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2002","2002",12.6,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2003","2003",11,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2004","2004",9.3999996,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2005","2005",8.6999998,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2006","2006",8.3999996,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2007","2007",7.5999999,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2008","2008",6.1999998,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2009","2009",7.5999999,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2010","2010",8.1999998,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2011","2011",7,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2012","2012",6,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2013","2013",5.5999999,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2014","2014",5.3000002,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2015","2015",4.5,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2016","2016",5,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2017","2017",4.6999998,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2018","2018",5.9000001,,
"EST","Estonia","A","Annual","PCT","Percentage of employees","2019","2019",6,,
"ISR","Israel","A","Annual","PCT","Percentage of employees","1995","1995",56.200001,,
"ISR","Israel","A","Annual","PCT","Percentage of employees","1996","1996",48.799999,,
"ISR","Israel","A","Annual","PCT","Percentage of employees","2000","2000",37.700001,,
"ISR","Israel","A","Annual","PCT","Percentage of employees","2007","2007",30.299999,,
"ISR","Israel","A","Annual","PCT","Percentage of employees","2012","2012",22.799999,,
"ISR","Israel","A","Annual","PCT","Percentage of employees","2017","2017",25,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","1995","1995",28,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2003","2003",21,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2006","2006",18,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2007","2007",16.700001,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2008","2008",15.2,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2009","2009",15.2,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2010","2010",15.1,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2011","2011",13.7,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2012","2012",13.2,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2013","2013",12.9,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2014","2014",12.8,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2015","2015",12.7,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2016","2016",12.4,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2017","2017",12.3,,
"LVA","Latvia","A","Annual","PCT","Percentage of employees","2018","2018",11.6,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","1995","1995",33.299999,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","1999","1999",18.6,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2001","2001",18.5,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2003","2003",12.2,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2006","2006",9.8000002,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2007","2007",9.3000002,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2008","2008",8.8999996,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2009","2009",10,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2010","2010",10.1,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2011","2011",9.6999998,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2012","2012",9,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2013","2013",8.3999996,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2014","2014",8.1000004,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2015","2015",7.9000001,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2016","2016",7.6999998,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2017","2017",7.6999998,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2018","2018",7.0999999,,
"LTU","Lithuania","A","Annual","PCT","Percentage of employees","2019","2019",7.4000001,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","1991","1991",68.400002,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","1992","1992",67.900002,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","1993","1993",58.599998,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","1994","1994",57.900002,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","1995","1995",51.599998,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","1996","1996",50.200001,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","1997","1997",45.200001,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","1998","1998",43.5,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","1999","1999",42.099998,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2000","2000",44.200001,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2001","2001",43.299999,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2002","2002",47.099998,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2003","2003",45.299999,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2004","2004",37.099998,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2005","2005",37.5,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2006","2006",32.200001,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2007","2007",30.6,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2008","2008",29.700001,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2009","2009",40.400002,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2010","2010",32.599998,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2011","2011",36.700001,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2012","2012",26.799999,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2013","2013",26.200001,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2014","2014",29.4,,
"SVN","Slovenia","A","Annual","PCT","Percentage of employees","2015","2015",23.799999,,
